optim,name_db,type_prob,score_type,run_total,time_limit,elapsed_time,num_rows,num_cols,num_classes,train_val_size,test_size,NFS,FINAL_SCORE_VAL,FINAL_SCORE_TST,name_file,model,best_feats
SKGENETICSOPT,avocado_sales,regression,MSE/RMSE,1,120.0,568.05092689991,18249,67,259,9124,9125,51,0.1719284800394071,0.390584,avocado.csv,"KernelRidge(alpha=0.0011051866903473043, gamma=0.22181787137254075,
            kernel='rbf')","Index(['Total Volume', '4046', '4225', '4770', 'Total Bags', 'Small Bags',
       'Large Bags', 'XLarge Bags', 'type_conventional', 'type_organic',
       'year', 'region_Albany', 'region_Atlanta', 'region_Boise',
       'region_California', 'region_Charlotte', 'region_Chicago',
       'region_CincinnatiDayton', 'region_Columbus', 'region_DallasFtWorth',
       'region_Denver', 'region_Detroit', 'region_GrandRapids',
       'region_HarrisburgScranton', 'region_HartfordSpringfield',
       'region_Houston', 'region_Indianapolis', 'region_LosAngeles',
       'region_Louisville', 'region_Nashville', 'region_NewOrleansMobile',
       'region_NewYork', 'region_Northeast', 'region_NorthernNewEngland',
       'region_Philadelphia', 'region_PhoenixTucson', 'region_Pittsburgh',
       'region_RaleighGreensboro', 'region_RichmondNorfolk', 'region_Roanoke',
       'region_Sacramento', 'region_SanDiego', 'region_SanFrancisco',
       'region_SouthCarolina', 'region_Spokane', 'region_StLouis',
       'region_Syracuse', 'region_TotalUS', 'region_West',
       'region_WestTexNewMexico', 'month'],
      dtype='object')"
SKGENETICSOPT,avocado_sales,regression,MSE/RMSE,2,120.0,567.0271462996801,18249,67,259,9124,9125,46,0.17344605969704713,0.412856,avocado.csv,"KernelRidge(alpha=0.0037975819704332966, gamma=0.461170191572616, kernel='rbf')","Index(['4046', '4225', '4770', 'Total Bags', 'Small Bags', 'Large Bags',
       'type_conventional', 'year', 'region_BaltimoreWashington',
       'region_Boise', 'region_BuffaloRochester', 'region_CincinnatiDayton',
       'region_DallasFtWorth', 'region_Detroit', 'region_GreatLakes',
       'region_HarrisburgScranton', 'region_HartfordSpringfield',
       'region_Houston', 'region_Jacksonville', 'region_LosAngeles',
       'region_Louisville', 'region_MiamiFtLauderdale', 'region_Midsouth',
       'region_Nashville', 'region_NewOrleansMobile', 'region_NewYork',
       'region_NorthernNewEngland', 'region_Orlando', 'region_Philadelphia',
       'region_PhoenixTucson', 'region_Pittsburgh', 'region_Plains',
       'region_Portland', 'region_RaleighGreensboro', 'region_Roanoke',
       'region_Sacramento', 'region_SanDiego', 'region_SanFrancisco',
       'region_Seattle', 'region_SouthCarolina', 'region_SouthCentral',
       'region_Spokane', 'region_Syracuse', 'region_Tampa', 'region_West',
       'month'],
      dtype='object')"
SKGENETICSOPT,avocado_sales,regression,MSE/RMSE,3,120.0,566.7831529418628,18249,67,259,9124,9125,49,0.15950739051567125,0.388942,avocado.csv,"KernelRidge(alpha=0.0011597794169016474, gamma=0.3374075932722467, kernel='rbf')","Index(['4046', '4225', 'Small Bags', 'Large Bags', 'type_organic', 'year',
       'region_Albany', 'region_Atlanta', 'region_Boise',
       'region_BuffaloRochester', 'region_Charlotte', 'region_Chicago',
       'region_CincinnatiDayton', 'region_Columbus', 'region_DallasFtWorth',
       'region_Denver', 'region_HarrisburgScranton',
       'region_HartfordSpringfield', 'region_Houston', 'region_Indianapolis',
       'region_LosAngeles', 'region_Louisville', 'region_MiamiFtLauderdale',
       'region_Midsouth', 'region_Nashville', 'region_NewOrleansMobile',
       'region_NewYork', 'region_Northeast', 'region_NorthernNewEngland',
       'region_Orlando', 'region_Philadelphia', 'region_PhoenixTucson',
       'region_Pittsburgh', 'region_Plains', 'region_Portland',
       'region_RichmondNorfolk', 'region_Roanoke', 'region_Sacramento',
       'region_SanDiego', 'region_SanFrancisco', 'region_Seattle',
       'region_SouthCarolina', 'region_Southeast', 'region_StLouis',
       'region_Syracuse', 'region_Tampa', 'region_TotalUS', 'region_West',
       'month'],
      dtype='object')"
SKGENETICSOPT,avocado_sales,regression,MSE/RMSE,4,120.0,567.4258764227231,18249,67,259,9124,9125,45,0.1802930623902868,0.403858,avocado.csv,"KernelRidge(alpha=0.0016772830488774749, gamma=0.37119192875066276,
            kernel='rbf')","Index(['Total Volume', '4225', '4770', 'Small Bags', 'Large Bags',
       'XLarge Bags', 'type_conventional', 'type_organic', 'year',
       'region_Albany', 'region_Boise', 'region_Chicago',
       'region_CincinnatiDayton', 'region_Columbus', 'region_DallasFtWorth',
       'region_Denver', 'region_Detroit', 'region_GrandRapids',
       'region_HartfordSpringfield', 'region_Houston', 'region_Jacksonville',
       'region_LasVegas', 'region_LosAngeles', 'region_Louisville',
       'region_Nashville', 'region_NewOrleansMobile', 'region_NewYork',
       'region_Northeast', 'region_NorthernNewEngland', 'region_Philadelphia',
       'region_PhoenixTucson', 'region_Pittsburgh', 'region_Plains',
       'region_Portland', 'region_RichmondNorfolk', 'region_Roanoke',
       'region_Sacramento', 'region_SanFrancisco', 'region_SouthCentral',
       'region_Spokane', 'region_StLouis', 'region_Syracuse', 'region_West',
       'region_WestTexNewMexico', 'month'],
      dtype='object')"
SKGENETICSOPT,mtp,regression,MSE/RMSE,0,120.0,63.36715534925461,4450,202,800,2225,2225,105,0.43857087739154393,0.685215,mtp.csv,"KernelRidge(alpha=0.1466521998667048, gamma=0.0049926475668733905, kernel='rbf')","Index(['oz2', 'oz3', 'oz4', 'oz7', 'oz8', 'oz11', 'oz12', 'oz13', 'oz14',
       'oz15',
       ...
       'oz187', 'oz188', 'oz190', 'oz191', 'oz194', 'oz195', 'oz196', 'oz198',
       'oz199', 'oz201'],
      dtype='object', length=105)"
SKGENETICSOPT,mtp,regression,MSE/RMSE,1,120.0,62.29015682140986,4450,202,800,2225,2225,113,0.43772948262498373,0.68552,mtp.csv,"KernelRidge(alpha=0.11235656110204673, gamma=0.004087631832432303, kernel='rbf')","Index(['oz2', 'oz4', 'oz5', 'oz6', 'oz8', 'oz11', 'oz15', 'oz16', 'oz18',
       'oz21',
       ...
       'oz182', 'oz183', 'oz185', 'oz186', 'oz191', 'oz192', 'oz194', 'oz198',
       'oz199', 'oz200'],
      dtype='object', length=113)"
SKGENETICSOPT,mtp,regression,MSE/RMSE,2,120.0,62.220889655749005,4450,202,800,2225,2225,117,0.4361389001941104,0.688487,mtp.csv,"KernelRidge(alpha=0.14583733194055878, gamma=0.003895321570281141, kernel='rbf')","Index(['oz1', 'oz2', 'oz3', 'oz4', 'oz5', 'oz6', 'oz7', 'oz13', 'oz14', 'oz15',
       ...
       'oz190', 'oz191', 'oz193', 'oz194', 'oz195', 'oz196', 'oz198', 'oz199',
       'oz200', 'oz201'],
      dtype='object', length=117)"
SKGENETICSOPT,mtp,regression,MSE/RMSE,3,120.0,62.835306882858276,4450,202,800,2225,2225,104,0.4351665488241608,0.682271,mtp.csv,"KernelRidge(alpha=0.1064138064009594, gamma=0.004280639579263154, kernel='rbf')","Index(['oz1', 'oz2', 'oz4', 'oz5', 'oz8', 'oz11', 'oz13', 'oz15', 'oz18',
       'oz19',
       ...
       'oz176', 'oz177', 'oz189', 'oz190', 'oz194', 'oz195', 'oz198', 'oz199',
       'oz201', 'oz202'],
      dtype='object', length=104)"
SKGENETICSOPT,mtp,regression,MSE/RMSE,4,120.0,62.88607714970907,4450,202,800,2225,2225,113,0.4538001674510568,0.693176,mtp.csv,"KernelRidge(alpha=0.117261654832502, gamma=0.002592362183933218, kernel='rbf')","Index(['oz2', 'oz3', 'oz4', 'oz5', 'oz6', 'oz14', 'oz15', 'oz16', 'oz17',
       'oz18',
       ...
       'oz189', 'oz190', 'oz191', 'oz195', 'oz196', 'oz197', 'oz198', 'oz199',
       'oz201', 'oz202'],
      dtype='object', length=113)"
SKGENETICSOPT,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,0,120.0,205.0034611026446,10886,47,822,5443,5443,39,0.1632823138692904,0.39451,Kaggle.csv,"KernelRidge(alpha=0.031646733475496104, gamma=0.06484472279336329, kernel='rbf')","Index(['time_00:00:00', 'time_01:00:00', 'time_02:00:00', 'time_03:00:00',
       'time_04:00:00', 'time_05:00:00', 'time_06:00:00', 'time_07:00:00',
       'time_08:00:00', 'time_09:00:00', 'time_10:00:00', 'time_12:00:00',
       'time_13:00:00', 'time_16:00:00', 'time_17:00:00', 'time_18:00:00',
       'time_19:00:00', 'time_20:00:00', 'time_21:00:00', 'time_22:00:00',
       'time_23:00:00', 'season_1', 'season_2', 'season_3', 'holiday_0',
       'workingday_0', 'workingday_1', 'weather_1', 'weather_2', 'weather_3',
       'weather_4', 'atemp', 'humidity', 'windspeed', 'dayOfWeek_dinsdag',
       'dayOfWeek_vrijdag', 'dayOfWeek_woensdag', 'dayOfWeek_zaterdag',
       'dayOfWeek_zondag'],
      dtype='object')"
SKGENETICSOPT,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,1,120.0,204.0954843600591,10886,47,822,5443,5443,39,0.15711361963983236,0.39008,Kaggle.csv,"KernelRidge(alpha=0.07567598104316826, gamma=0.08081651348655128, kernel='rbf')","Index(['time_00:00:00', 'time_01:00:00', 'time_02:00:00', 'time_03:00:00',
       'time_04:00:00', 'time_05:00:00', 'time_06:00:00', 'time_07:00:00',
       'time_08:00:00', 'time_09:00:00', 'time_10:00:00', 'time_11:00:00',
       'time_12:00:00', 'time_13:00:00', 'time_14:00:00', 'time_15:00:00',
       'time_16:00:00', 'time_17:00:00', 'time_18:00:00', 'time_19:00:00',
       'time_20:00:00', 'time_21:00:00', 'time_23:00:00', 'season_1',
       'season_2', 'season_4', 'holiday_0', 'holiday_1', 'workingday_0',
       'workingday_1', 'weather_2', 'weather_3', 'temp', 'atemp', 'humidity',
       'dayOfWeek_donderdag', 'dayOfWeek_maandag', 'dayOfWeek_vrijdag',
       'dayOfWeek_zondag'],
      dtype='object')"
SKGENETICSOPT,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,2,120.0,204.82219443321227,10886,47,822,5443,5443,36,0.1673943863401554,0.405728,Kaggle.csv,"KernelRidge(alpha=0.07404346073511381, gamma=0.08141256238063158, kernel='rbf')","Index(['time_01:00:00', 'time_02:00:00', 'time_03:00:00', 'time_04:00:00',
       'time_05:00:00', 'time_06:00:00', 'time_07:00:00', 'time_08:00:00',
       'time_09:00:00', 'time_10:00:00', 'time_11:00:00', 'time_12:00:00',
       'time_13:00:00', 'time_14:00:00', 'time_15:00:00', 'time_16:00:00',
       'time_17:00:00', 'time_18:00:00', 'time_19:00:00', 'time_20:00:00',
       'time_22:00:00', 'time_23:00:00', 'season_2', 'season_3', 'season_4',
       'holiday_1', 'workingday_0', 'workingday_1', 'weather_2', 'weather_3',
       'temp', 'atemp', 'humidity', 'dayOfWeek_maandag', 'dayOfWeek_vrijdag',
       'dayOfWeek_zondag'],
      dtype='object')"
SKGENETICSOPT,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,3,120.0,204.09698619445166,10886,47,822,5443,5443,35,0.16678189692682624,0.399412,Kaggle.csv,"KernelRidge(alpha=0.06067781341683132, gamma=0.07812691360456618, kernel='rbf')","Index(['time_01:00:00', 'time_02:00:00', 'time_05:00:00', 'time_06:00:00',
       'time_07:00:00', 'time_08:00:00', 'time_09:00:00', 'time_10:00:00',
       'time_11:00:00', 'time_12:00:00', 'time_13:00:00', 'time_14:00:00',
       'time_15:00:00', 'time_16:00:00', 'time_17:00:00', 'time_18:00:00',
       'time_19:00:00', 'time_20:00:00', 'time_21:00:00', 'time_22:00:00',
       'season_1', 'season_2', 'season_3', 'holiday_0', 'workingday_0',
       'workingday_1', 'weather_3', 'weather_4', 'temp', 'atemp', 'humidity',
       'dayOfWeek_dinsdag', 'dayOfWeek_donderdag', 'dayOfWeek_woensdag',
       'dayOfWeek_zondag'],
      dtype='object')"
SKGENETICSOPT,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,4,120.0,204.49726296663283,10886,47,822,5443,5443,38,0.17375231701793165,0.404804,Kaggle.csv,"KernelRidge(alpha=0.07916993705176842, gamma=0.07351405386278598, kernel='rbf')","Index(['time_00:00:00', 'time_01:00:00', 'time_02:00:00', 'time_03:00:00',
       'time_04:00:00', 'time_05:00:00', 'time_06:00:00', 'time_07:00:00',
       'time_08:00:00', 'time_09:00:00', 'time_10:00:00', 'time_11:00:00',
       'time_12:00:00', 'time_13:00:00', 'time_14:00:00', 'time_16:00:00',
       'time_17:00:00', 'time_18:00:00', 'time_19:00:00', 'time_21:00:00',
       'time_22:00:00', 'time_23:00:00', 'season_1', 'season_3', 'season_4',
       'holiday_0', 'holiday_1', 'workingday_0', 'workingday_1', 'weather_1',
       'weather_2', 'weather_4', 'atemp', 'humidity', 'windspeed',
       'dayOfWeek_dinsdag', 'dayOfWeek_maandag', 'dayOfWeek_vrijdag'],
      dtype='object')"
SKGENETICSOPT,ames_housing,regression,MSE/RMSE,0,120.0,47.663982673486075,2930,354,1032,1465,1465,184,0.05765460537616981,0.563648,ames.csv,"KernelRidge(alpha=0.0015824897429852788, gamma=0.0007123872509674028,
            kernel='rbf')","Index(['MS_SubClass_One_Story_1946_and_Newer_All_Styles',
       'MS_SubClass_One_and_Half_Story_Finished_All_Ages',
       'MS_SubClass_Two_Story_1946_and_Newer',
       'MS_SubClass_Two_Story_1945_and_Older',
       'MS_SubClass_Two_and_Half_Story_All_Ages',
       'MS_SubClass_One_and_Half_Story_PUD_All_Ages',
       'MS_SubClass_Two_Story_PUD_1946_and_Newer',
       'MS_Zoning_Residential_High_Density', 'MS_Zoning_A_agr', 'Lot_Area',
       ...
       'Mo_Sold', 'Sale_Type_COD', 'Sale_Type_Con', 'Sale_Type_ConLD',
       'Sale_Type_ConLI', 'Sale_Type_New', 'Sale_Type_VWD',
       'Sale_Condition_Abnorml', 'Sale_Condition_Normal',
       'Sale_Condition_Partial'],
      dtype='object', length=184)"
SKGENETICSOPT,ames_housing,regression,MSE/RMSE,1,120.0,47.6395854751269,2930,354,1032,1465,1465,174,0.059858057459934624,0.467481,ames.csv,"KernelRidge(alpha=0.007044004177707637, gamma=0.0018164654240652614,
            kernel='rbf')","Index(['MS_SubClass_One_Story_1946_and_Newer_All_Styles',
       'MS_SubClass_One_Story_1945_and_Older',
       'MS_SubClass_One_and_Half_Story_Finished_All_Ages',
       'MS_SubClass_Two_Story_1946_and_Newer',
       'MS_SubClass_Two_Story_1945_and_Older',
       'MS_SubClass_Two_and_Half_Story_All_Ages', 'MS_SubClass_Split_Foyer',
       'MS_SubClass_Two_Story_PUD_1946_and_Newer',
       'MS_Zoning_Floating_Village_Residential', 'Lot_Frontage',
       ...
       'Sale_Type_ConLD', 'Sale_Type_ConLI', 'Sale_Type_ConLw',
       'Sale_Type_CWD', 'Sale_Type_New', 'Sale_Type_Oth', 'Sale_Type_WD ',
       'Sale_Condition_Abnorml', 'Sale_Condition_AdjLand', 'Latitude'],
      dtype='object', length=174)"
SKGENETICSOPT,ames_housing,regression,MSE/RMSE,2,120.0,47.312108449141185,2930,354,1032,1465,1465,192,0.05701165402040358,0.530129,ames.csv,"KernelRidge(alpha=0.00099944601333463, gamma=0.0005511637909203718,
            kernel='rbf')","Index(['MS_SubClass_One_Story_with_Finished_Attic_All_Ages',
       'MS_SubClass_One_and_Half_Story_Unfinished_All_Ages',
       'MS_SubClass_Two_Story_1946_and_Newer',
       'MS_SubClass_Two_Story_1945_and_Older',
       'MS_SubClass_One_Story_PUD_1946_and_Newer',
       'MS_SubClass_One_and_Half_Story_PUD_All_Ages',
       'MS_SubClass_Two_Story_PUD_1946_and_Newer',
       'MS_SubClass_PUD_Multilevel_Split_Level_Foyer',
       'MS_Zoning_Floating_Village_Residential',
       'MS_Zoning_Residential_High_Density',
       ...
       'Sale_Type_ConLw', 'Sale_Type_CWD', 'Sale_Type_New', 'Sale_Type_Oth',
       'Sale_Type_VWD', 'Sale_Type_WD ', 'Sale_Condition_Abnorml',
       'Sale_Condition_Normal', 'Sale_Condition_Partial', 'Latitude'],
      dtype='object', length=192)"
SKGENETICSOPT,ames_housing,regression,MSE/RMSE,3,120.0,47.602825446923575,2930,354,1032,1465,1465,188,0.06504907850373724,0.509681,ames.csv,"KernelRidge(alpha=0.004728652484848933, gamma=0.0008656152037734499,
            kernel='rbf')","Index(['MS_SubClass_One_Story_with_Finished_Attic_All_Ages',
       'MS_SubClass_One_and_Half_Story_Unfinished_All_Ages',
       'MS_SubClass_Two_Story_1946_and_Newer',
       'MS_SubClass_Split_or_Multilevel', 'MS_SubClass_Split_Foyer',
       'MS_SubClass_Duplex_All_Styles_and_Ages',
       'MS_SubClass_One_Story_PUD_1946_and_Newer',
       'MS_SubClass_One_and_Half_Story_PUD_All_Ages',
       'MS_SubClass_Two_Story_PUD_1946_and_Newer',
       'MS_SubClass_Two_Family_conversion_All_Styles_and_Ages',
       ...
       'Fence_Minimum_Privacy', 'Fence_Minimum_Wood_Wire', 'Misc_Feature_Elev',
       'Misc_Feature_Shed', 'Sale_Type_CWD', 'Sale_Type_New', 'Sale_Type_WD ',
       'Sale_Condition_Normal', 'Sale_Condition_Partial', 'Latitude'],
      dtype='object', length=188)"
SKGENETICSOPT,ames_housing,regression,MSE/RMSE,4,120.0,47.712635068098706,2930,354,1032,1465,1465,197,0.0600419471446207,0.556146,ames.csv,"KernelRidge(alpha=0.0011202984290585743, gamma=0.0005368048373025592,
            kernel='rbf')","Index(['MS_SubClass_One_Story_1946_and_Newer_All_Styles',
       'MS_SubClass_One_and_Half_Story_Finished_All_Ages',
       'MS_SubClass_Two_Story_1946_and_Newer',
       'MS_SubClass_Two_Story_1945_and_Older',
       'MS_SubClass_Split_or_Multilevel',
       'MS_SubClass_One_Story_PUD_1946_and_Newer',
       'MS_SubClass_One_and_Half_Story_PUD_All_Ages',
       'MS_SubClass_PUD_Multilevel_Split_Level_Foyer',
       'MS_Zoning_Residential_High_Density',
       'MS_Zoning_Residential_Low_Density',
       ...
       'Sale_Type_CWD', 'Sale_Type_New', 'Sale_Type_Oth', 'Sale_Type_VWD',
       'Sale_Type_WD ', 'Sale_Condition_Abnorml', 'Sale_Condition_Alloca',
       'Sale_Condition_Family', 'Sale_Condition_Partial', 'Longitude'],
      dtype='object', length=197)"
SKGENETICSOPT,yprop_4_1,regression,MSE/RMSE,0,120.0,156.59592550198238,8885,251,1336,4442,4443,130,1.026567613750455,0.911289,yprop.csv,"KernelRidge(alpha=2.5212242488806673, gamma=0.013682625725109523, kernel='rbf')","Index(['oz1', 'oz2', 'oz3', 'oz4', 'oz6', 'oz7', 'oz8', 'oz10', 'oz12', 'oz14',
       ...
       'oz225', 'oz226', 'oz229', 'oz230', 'oz237', 'oz240', 'oz244', 'oz246',
       'oz247', 'oz251'],
      dtype='object', length=130)"
SKGENETICSOPT,yprop_4_1,regression,MSE/RMSE,1,120.0,157.38051543235778,8885,251,1336,4442,4443,123,1.0281291708601108,0.916105,yprop.csv,"KernelRidge(alpha=2.423494682325128, gamma=0.014810648143043888, kernel='rbf')","Index(['oz1', 'oz2', 'oz4', 'oz6', 'oz7', 'oz8', 'oz9', 'oz10', 'oz13', 'oz14',
       ...
       'oz230', 'oz234', 'oz239', 'oz240', 'oz246', 'oz247', 'oz248', 'oz249',
       'oz250', 'oz251'],
      dtype='object', length=123)"
SKGENETICSOPT,yprop_4_1,regression,MSE/RMSE,2,120.0,156.74544347127278,8885,251,1336,4442,4443,122,1.0333057763378546,0.922999,yprop.csv,"KernelRidge(alpha=2.758379537961158, gamma=0.006484255447972351, kernel='rbf')","Index(['oz1', 'oz2', 'oz3', 'oz4', 'oz6', 'oz7', 'oz8', 'oz9', 'oz10', 'oz11',
       ...
       'oz228', 'oz234', 'oz236', 'oz238', 'oz240', 'oz246', 'oz247', 'oz248',
       'oz249', 'oz251'],
      dtype='object', length=122)"
SKGENETICSOPT,yprop_4_1,regression,MSE/RMSE,3,120.0,157.44572504758835,8885,251,1336,4442,4443,108,1.0353378685643329,0.919294,yprop.csv,"KernelRidge(alpha=4.671303242405791, gamma=0.029944212048404976, kernel='rbf')","Index(['oz2', 'oz3', 'oz8', 'oz10', 'oz13', 'oz18', 'oz22', 'oz25', 'oz27',
       'oz28',
       ...
       'oz235', 'oz236', 'oz238', 'oz241', 'oz242', 'oz245', 'oz247', 'oz248',
       'oz249', 'oz251'],
      dtype='object', length=108)"
SKGENETICSOPT,yprop_4_1,regression,MSE/RMSE,4,120.0,157.7009405652682,8885,251,1336,4442,4443,124,1.0339778768711037,0.92266,yprop.csv,"KernelRidge(alpha=2.5307252077214617, gamma=0.02765698602150588, kernel='rbf')","Index(['oz1', 'oz4', 'oz5', 'oz7', 'oz8', 'oz9', 'oz10', 'oz12', 'oz13',
       'oz14',
       ...
       'oz229', 'oz231', 'oz233', 'oz238', 'oz245', 'oz246', 'oz247', 'oz248',
       'oz249', 'oz251'],
      dtype='object', length=124)"
SKGENETICSOPT,topo_2_1,regression,MSE/RMSE,0,120.0,157.8791667143504,8885,266,1336,4442,4443,135,1.0250316912696569,0.922964,topo.csv,"KernelRidge(alpha=4.8085288943482825, gamma=0.012316841729950914, kernel='rbf')","Index(['oz2', 'oz4', 'oz5', 'oz6', 'oz7', 'oz8', 'oz9', 'oz12', 'oz17', 'oz18',
       ...
       'oz237', 'oz242', 'oz244', 'oz248', 'oz250', 'oz256', 'oz257', 'oz258',
       'oz263', 'oz264'],
      dtype='object', length=135)"
SKGENETICSOPT,topo_2_1,regression,MSE/RMSE,1,120.0,157.61695710023244,8885,266,1336,4442,4443,148,1.0261767885758795,0.923207,topo.csv,"KernelRidge(alpha=3.6562998014292396, gamma=0.011627833815792842, kernel='rbf')","Index(['oz1', 'oz2', 'oz4', 'oz5', 'oz7', 'oz10', 'oz13', 'oz14', 'oz15',
       'oz17',
       ...
       'oz237', 'oz238', 'oz240', 'oz242', 'oz244', 'oz247', 'oz248', 'oz253',
       'oz257', 'oz262'],
      dtype='object', length=148)"
SKGENETICSOPT,topo_2_1,regression,MSE/RMSE,2,120.0,158.0095460454623,8885,266,1336,4442,4443,142,1.0261012138039804,0.922614,topo.csv,"KernelRidge(alpha=3.474168290172137, gamma=0.010340901799072552, kernel='rbf')","Index(['oz2', 'oz5', 'oz6', 'oz10', 'oz11', 'oz13', 'oz14', 'oz17', 'oz20',
       'oz21',
       ...
       'oz247', 'oz248', 'oz251', 'oz253', 'oz254', 'oz255', 'oz259', 'oz260',
       'oz264', 'oz265'],
      dtype='object', length=142)"
SKGENETICSOPT,topo_2_1,regression,MSE/RMSE,3,120.0,157.10487815936406,8885,266,1336,4442,4443,141,1.0335473972624396,0.925826,topo.csv,"KernelRidge(alpha=6.650060252116359, gamma=0.009589588600260244, kernel='rbf')","Index(['oz1', 'oz5', 'oz6', 'oz11', 'oz14', 'oz16', 'oz18', 'oz21', 'oz23',
       'oz27',
       ...
       'oz241', 'oz242', 'oz243', 'oz245', 'oz246', 'oz250', 'oz251', 'oz254',
       'oz258', 'oz264'],
      dtype='object', length=141)"
SKGENETICSOPT,topo_2_1,regression,MSE/RMSE,4,120.0,158.69324423869452,8885,266,1336,4442,4443,127,1.0248085192231797,0.922586,topo.csv,"KernelRidge(alpha=3.7098705812654207, gamma=0.010177909845705723, kernel='rbf')","Index(['oz1', 'oz2', 'oz4', 'oz5', 'oz7', 'oz10', 'oz13', 'oz18', 'oz20',
       'oz23',
       ...
       'oz247', 'oz248', 'oz250', 'oz253', 'oz255', 'oz257', 'oz258', 'oz260',
       'oz264', 'oz265'],
      dtype='object', length=127)"
SKGENETICSOPT,SAT11-HAND-runtime-regression,regression,MSE/RMSE,0,120.0,58.8831785440445,4440,130,1945,2220,2220,74,0.3110592330808275,0.512007,SAT11.csv,"KernelRidge(alpha=0.02542287576710203, gamma=0.03232313977179042, kernel='rbf')","Index(['nvarsOrig', 'nvars', 'nclauses', 'reducedVars',
       'POSNEG_RATIO_CLAUSE_mean', 'POSNEG_RATIO_CLAUSE_max', 'VCG_CLAUSE_max',
       'BINARYp', 'TRINARYp', 'VCG_VAR_mean', 'VCG_VAR_coeff_variation',
       'VCG_VAR_min', 'POSNEG_RATIO_VAR_mean', 'HORNY_VAR_mean',
       'HORNY_VAR_min', 'HORNY_VAR_entropy', 'VG_max', 'CG_coeff_variation',
       'CG_max', 'CG_entropy', 'cluster_coeff_mean',
       'cluster_coeff_coeff_variation', 'cluster_coeff_min',
       'cluster_coeff_entropy', 'DIAMETER_mean', 'DIAMETER_coeff_variation',
       'cl_num_mean', 'cl_num_min', 'cl_num_max', 'cl_num_q90', 'cl_num_q10',
       'cl_num_q25', 'cl_size_mean', 'cl_size_max', 'cl_size_q10',
       'cl_size_q75', 'cl_size_q25', 'cl_size_q50', 'SP_bias_mean',
       'SP_bias_coeff_variation', 'SP_bias_max', 'SP_bias_q90', 'SP_bias_q75',
       'SP_bias_q25', 'SP_bias_q50', 'SP_unconstraint_coeff_variation',
       'SP_unconstraint_min', 'SP_unconstraint_q90', 'SP_unconstraint_q25',
       'SP_unconstraint_q50', 'saps_BestSolution_CoeffVariance',
       'saps_FirstLocalMinStep_Mean', 'saps_FirstLocalMinStep_Q90',
       'saps_BestAvgImprovement_Mean', 'saps_BestAvgImprovement_CoeffVariance',
       'gsat_BestSolution_Mean', 'gsat_BestSolution_CoeffVariance',
       'gsat_FirstLocalMinStep_CoeffVariance', 'gsat_FirstLocalMinStep_Median',
       'gsat_BestAvgImprovement_Mean', 'gsat_FirstLocalMinRatio_Mean',
       'algorithm_clasp_2.0.R4092.crafted',
       'algorithm_CryptoMiniSat_Strange.Night2.st_fixed_',
       'algorithm_glucose_2', 'algorithm_MPhaseSAT_2011.02.15',
       'algorithm_QuteRSat_2011.05.12_fixed_', 'algorithm_RestartSAT_B95',
       'algorithm_SApperloT2010_2011.05.15_fixed_',
       'algorithm_SAT07referencesolverminisat_SAT2007',
       'algorithm_SAT09referencesolverclasp_1.2.0.SAT09.32',
       'algorithm_sathys_2011.04.01', 'algorithm_sattime._2011.03.02',
       'algorithm_sattime_2011.03.02', 'algorithm_Sol_2011.04.04'],
      dtype='object')"
